"DONNEES - Effectifs des médecins"
"ANNEE - 2015"
"SEXE - Ensemble tous sexes confondus"

,AGE,"Ensemble tous âges confondus","Moins de 30 ans","Entre 30 et 34 ans","Entre 35 et 39 ans","Entre 40 et 44 ans","Entre 45 et 49 ans","Entre 50 et 54 ans","Entre 55 et 59 ans","Entre 60 et 64 ans","Entre 65 et 69 ans","70 ans et plus"
"53 - Mayenne","Radio-diagnostic et imagerie médicale",21,0,0,1,1,6,3,4,4,2,0
"53 - Mayenne","Radio-thérapie",2,0,0,0,0,0,0,2,0,0,0
"53 - Mayenne","Réanimation médicale",1,0,0,0,0,0,1,0,0,0,0
"53 - Mayenne","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"53 - Mayenne","Rhumatologie",9,0,0,1,0,0,4,1,1,2,0
"53 - Mayenne","Santé publique et médecine sociale",1,0,0,0,0,0,1,0,0,0,0
"53 - Mayenne","Généralistes",352,3,24,26,33,30,51,85,72,26,2
"53 - Mayenne","Médecine générale",352,3,24,26,33,30,51,85,72,26,2
"54 - Meurthe-et-Moselle","Ensemble des spécialités d'exercice",2992,86,366,295,290,328,434,520,416,185,72
"54 - Meurthe-et-Moselle","Spécialistes",1714,51,237,174,161,178,229,277,260,103,44
"54 - Meurthe-et-Moselle","Anatomie et cytologie pathologiques",22,0,4,1,1,2,4,4,2,4,0
"54 - Meurthe-et-Moselle","Anesthésie-réanimation",187,5,29,20,19,17,20,28,34,9,6
"54 - Meurthe-et-Moselle","Biologie médicale",49,0,3,7,4,4,12,8,7,2,2
"54 - Meurthe-et-Moselle","Cardiologie et maladies vasculaires",94,4,13,10,5,10,19,12,13,5,3
"54 - Meurthe-et-Moselle","Chirurgie générale",64,2,25,7,3,3,3,9,8,3,1
"54 - Meurthe-et-Moselle","Chirurgie maxillo-faciale et stomatologie",9,0,0,0,1,1,1,2,4,0,0
"54 - Meurthe-et-Moselle","Chirurgie orthopédique et traumatologie",41,0,3,7,3,5,7,6,7,2,1
"54 - Meurthe-et-Moselle","Chirurgie infantile",3,0,1,0,0,0,2,0,0,0,0
"54 - Meurthe-et-Moselle","Chirurgie plastique reconstructrice et esthétique",15,0,0,2,2,3,5,0,1,1,1
"54 - Meurthe-et-Moselle","Chirurgie thoracique et cardio-vasculaire",5,0,0,1,2,0,2,0,0,0,0
"54 - Meurthe-et-Moselle","Chirurgie urologique",13,0,3,2,2,1,2,0,2,1,0
"54 - Meurthe-et-Moselle","Chirurgie vasculaire",11,0,2,1,0,0,4,1,0,3,0
"54 - Meurthe-et-Moselle","Chirurgie viscérale et digestive",13,0,0,2,3,2,3,1,2,0,0
"54 - Meurthe-et-Moselle","Dermatologie et vénéréologie",58,3,3,7,5,4,8,14,7,5,2
"54 - Meurthe-et-Moselle","Endocrinologie et métabolisme",19,1,2,0,2,2,6,4,2,0,0
"54 - Meurthe-et-Moselle","Génétique médicale",5,0,0,1,0,0,0,2,1,0,1
"54 - Meurthe-et-Moselle","Gériatrie",25,0,1,4,3,8,4,0,4,1,0
"54 - Meurthe-et-Moselle","Gynécologie médicale",52,1,2,0,0,0,0,23,16,8,2
"54 - Meurthe-et-Moselle","Gynécologie-obstétrique",52,1,14,8,4,2,4,9,8,2,0
"54 - Meurthe-et-Moselle","Hématologie",8,0,3,2,2,0,0,1,0,0,0
"54 - Meurthe-et-Moselle","Gastro-entérologie et hépatologie",42,3,4,1,4,2,11,7,4,3,3
"54 - Meurthe-et-Moselle","Médecine du travail",85,0,5,8,8,9,6,21,21,6,1
"54 - Meurthe-et-Moselle","Médecine interne",37,1,4,1,3,5,7,9,3,3,1
"54 - Meurthe-et-Moselle","Médecine nucléaire",15,1,2,4,1,1,3,1,1,1,0
"54 - Meurthe-et-Moselle","Médecine physique et réadaptation",36,2,5,4,6,8,0,4,4,3,0
"54 - Meurthe-et-Moselle","Néphrologie",27,3,3,1,4,2,5,4,2,1,2
"54 - Meurthe-et-Moselle","Neuro-chirurgie",15,0,5,1,3,0,1,4,1,0,0
"54 - Meurthe-et-Moselle","Neurologie",33,2,6,1,3,5,9,3,3,1,0
"54 - Meurthe-et-Moselle","O.R.L et chirurgie cervico faciale",33,0,4,3,5,3,6,7,4,1,0
"54 - Meurthe-et-Moselle","Oncologie option médicale",14,0,1,2,3,1,3,1,2,1,0
"54 - Meurthe-et-Moselle","Ophtalmologie",77,1,9,4,8,7,6,13,17,4,8
"54 - Meurthe-et-Moselle","Pédiatrie",134,8,24,14,12,14,12,19,19,10,2
"54 - Meurthe-et-Moselle","Pneumologie",37,3,3,3,7,6,7,2,5,1,0
"54 - Meurthe-et-Moselle","Psychiatrie",162,4,21,21,19,17,21,22,25,7,5
"54 - Meurthe-et-Moselle","Radio-diagnostic et imagerie médicale",118,4,19,10,10,15,16,18,15,9,2
"54 - Meurthe-et-Moselle","Radio-thérapie",17,0,6,2,0,4,1,3,1,0,0
"54 - Meurthe-et-Moselle","Réanimation médicale",6,0,1,2,0,1,1,1,0,0,0
"54 - Meurthe-et-Moselle","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"54 - Meurthe-et-Moselle","Rhumatologie",36,2,1,3,0,7,3,8,6,5,1
"54 - Meurthe-et-Moselle","Santé publique et médecine sociale",45,0,6,7,4,7,5,6,9,1,0
"54 - Meurthe-et-Moselle","Généralistes",1278,35,129,121,129,150,205,243,156,82,28
"54 - Meurthe-et-Moselle","Médecine générale",1278,35,129,121,129,150,205,243,156,82,28
"55 - Meuse","Ensemble des spécialités d'exercice",427,10,32,33,39,39,62,74,83,44,11
"55 - Meuse","Spécialistes",156,1,7,8,15,12,20,35,36,17,5
"55 - Meuse","Anatomie et cytologie pathologiques",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Anesthésie-réanimation",13,0,0,1,2,2,1,2,3,2,0
"55 - Meuse","Biologie médicale",1,0,0,0,0,1,0,0,0,0,0
"55 - Meuse","Cardiologie et maladies vasculaires",13,0,1,0,3,1,1,3,1,3,0
"55 - Meuse","Chirurgie générale",5,0,0,0,0,2,0,1,2,0,0
"55 - Meuse","Chirurgie maxillo-faciale et stomatologie",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Chirurgie orthopédique et traumatologie",6,0,0,0,0,1,3,2,0,0,0
"55 - Meuse","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Chirurgie plastique reconstructrice et esthétique",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Chirurgie thoracique et cardio-vasculaire",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Chirurgie urologique",1,0,0,0,0,0,0,0,1,0,0
"55 - Meuse","Chirurgie vasculaire",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Chirurgie viscérale et digestive",1,0,0,0,0,0,0,1,0,0,0
"55 - Meuse","Dermatologie et vénéréologie",5,0,1,0,1,1,0,0,2,0,0
"55 - Meuse","Endocrinologie et métabolisme",2,0,0,0,0,1,0,1,0,0,0
"55 - Meuse","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Gériatrie",1,0,0,1,0,0,0,0,0,0,0
"55 - Meuse","Gynécologie médicale",4,0,0,0,0,0,0,1,2,1,0
"55 - Meuse","Gynécologie-obstétrique",7,0,0,0,2,0,1,2,1,1,0
"55 - Meuse","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Gastro-entérologie et hépatologie",4,0,0,0,0,0,1,3,0,0,0
"55 - Meuse","Médecine du travail",8,0,0,0,0,0,0,3,4,1,0
"55 - Meuse","Médecine interne",4,0,0,0,0,0,0,0,3,1,0
"55 - Meuse","Médecine nucléaire",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Médecine physique et réadaptation",5,1,0,1,0,0,0,1,1,1,0
"55 - Meuse","Néphrologie",2,0,0,1,0,0,0,1,0,0,0
"55 - Meuse","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Neurologie",1,0,0,0,0,0,1,0,0,0,0
"55 - Meuse","O.R.L et chirurgie cervico faciale",6,0,0,2,0,0,1,0,1,1,1
"55 - Meuse","Oncologie option médicale",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Ophtalmologie",12,0,2,1,2,1,2,3,1,0,0
"55 - Meuse","Pédiatrie",11,0,0,0,1,1,4,2,2,1,0
"55 - Meuse","Pneumologie",5,0,1,0,0,0,0,2,2,0,0
"55 - Meuse","Psychiatrie",16,0,1,0,3,1,1,2,5,2,1
"55 - Meuse","Radio-diagnostic et imagerie médicale",15,0,0,1,1,0,3,4,2,2,2
"55 - Meuse","Radio-thérapie",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"55 - Meuse","Rhumatologie",5,0,0,0,0,0,1,0,2,1,1
"55 - Meuse","Santé publique et médecine sociale",3,0,1,0,0,0,0,1,1,0,0
"55 - Meuse","Généralistes",271,9,25,25,24,27,42,39,47,27,6
"55 - Meuse","Médecine générale",271,9,25,25,24,27,42,39,47,27,6
"56 - Morbihan","Ensemble des spécialités d'exercice",2180,23,186,208,233,257,318,456,337,137,25
"56 - Morbihan","Spécialistes",1048,9,72,119,118,121,144,226,166,60,13
"56 - Morbihan","Anatomie et cytologie pathologiques",14,0,1,0,1,2,1,6,3,0,0
"56 - Morbihan","Anesthésie-réanimation",105,1,6,14,18,13,14,19,7,11,2
"56 - Morbihan","Biologie médicale",20,0,0,5,7,3,2,1,2,0,0
"56 - Morbihan","Cardiologie et maladies vasculaires",61,2,7,5,5,8,8,14,9,2,1
"56 - Morbihan","Chirurgie générale",22,0,1,3,2,3,1,4,5,3,0
"56 - Morbihan","Chirurgie maxillo-faciale et stomatologie",5,0,0,0,0,0,1,1,1,2,0
"56 - Morbihan","Chirurgie orthopédique et traumatologie",37,0,3,2,6,4,7,10,4,1,0
"56 - Morbihan","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"56 - Morbihan","Chirurgie plastique reconstructrice et esthétique",4,0,0,0,0,0,0,3,1,0,0
"56 - Morbihan","Chirurgie thoracique et cardio-vasculaire",4,0,0,1,0,2,1,0,0,0,0
"56 - Morbihan","Chirurgie urologique",18,0,2,3,2,5,2,3,0,1,0
"56 - Morbihan","Chirurgie vasculaire",8,0,0,2,0,1,0,1,1,3,0
"56 - Morbihan","Chirurgie viscérale et digestive",14,0,2,1,2,0,6,3,0,0,0
"56 - Morbihan","Dermatologie et vénéréologie",30,0,1,1,3,5,5,7,6,1,1
"56 - Morbihan","Endocrinologie et métabolisme",14,0,1,6,4,0,1,2,0,0,0
"56 - Morbihan","Génétique médicale",1,0,0,0,0,0,0,0,1,0,0
"56 - Morbihan","Gériatrie",18,0,3,1,3,3,1,3,3,1,0
"56 - Morbihan","Gynécologie médicale",24,0,1,0,0,0,1,14,7,1,0
"56 - Morbihan","Gynécologie-obstétrique",43,0,4,10,4,5,4,9,5,1,1
"56 - Morbihan","Hématologie",2,0,0,0,0,1,1,0,0,0,0
"56 - Morbihan","Gastro-entérologie et hépatologie",33,1,2,7,3,3,7,5,3,2,0
"56 - Morbihan","Médecine du travail",57,0,1,0,4,12,8,13,14,5,0
"56 - Morbihan","Médecine interne",12,0,0,3,1,2,1,0,4,1,0
"56 - Morbihan","Médecine nucléaire",4,0,1,1,0,1,0,0,1,0,0
"56 - Morbihan","Médecine physique et réadaptation",34,2,2,3,3,4,1,6,9,3,1
"56 - Morbihan","Néphrologie",18,2,2,2,1,0,5,4,2,0,0
"56 - Morbihan","Neuro-chirurgie",2,0,0,0,0,1,0,0,0,0,1
"56 - Morbihan","Neurologie",19,0,6,2,1,1,5,0,4,0,0
"56 - Morbihan","O.R.L et chirurgie cervico faciale",31,0,4,3,5,5,3,6,5,0,0
"56 - Morbihan","Oncologie option médicale",6,0,0,0,2,1,2,1,0,0,0
"56 - Morbihan","Ophtalmologie",57,0,2,7,7,1,9,20,10,1,0
"56 - Morbihan","Pédiatrie",57,1,5,8,7,5,6,14,10,0,1
"56 - Morbihan","Pneumologie",32,0,2,4,3,2,6,7,3,4,1
"56 - Morbihan","Psychiatrie",120,0,4,8,12,19,13,27,25,10,2
"56 - Morbihan","Radio-diagnostic et imagerie médicale",82,0,6,11,10,6,15,12,16,4,2
"56 - Morbihan","Radio-thérapie",8,0,1,2,0,0,2,2,0,1,0
"56 - Morbihan","Réanimation médicale",2,0,0,1,1,0,0,0,0,0,0
"56 - Morbihan","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"56 - Morbihan","Rhumatologie",26,0,2,2,1,3,3,9,4,2,0
"56 - Morbihan","Santé publique et médecine sociale",4,0,0,1,0,0,2,0,1,0,0
"56 - Morbihan","Généralistes",1132,14,114,89,115,136,174,230,171,77,12
"56 - Morbihan","Médecine générale",1132,14,114,89,115,136,174,230,171,77,12
"57 - Moselle","Ensemble des spécialités d'exercice",2855,30,164,217,244,279,460,671,527,216,47
"57 - Moselle","Spécialistes",1436,16,78,122,114,137,186,381,260,120,22
"57 - Moselle","Anatomie et cytologie pathologiques",15,0,0,1,0,1,3,6,2,1,1
"57 - Moselle","Anesthésie-réanimation",149,0,6,17,16,14,13,44,26,10,3
"57 - Moselle","Biologie médicale",33,2,2,1,5,2,12,8,1,0,0
"57 - Moselle","Cardiologie et maladies vasculaires",99,3,4,10,10,16,12,26,14,3,1
"57 - Moselle","Chirurgie générale",30,1,2,1,1,0,7,5,8,3,2
"57 - Moselle","Chirurgie maxillo-faciale et stomatologie",10,0,0,0,0,0,1,6,3,0,0
"57 - Moselle","Chirurgie orthopédique et traumatologie",43,0,6,6,5,7,7,6,4,2,0
"57 - Moselle","Chirurgie infantile",2,0,0,0,0,1,0,0,1,0,0
"57 - Moselle","Chirurgie plastique reconstructrice et esthétique",15,0,1,2,2,2,4,4,0,0,0
"57 - Moselle","Chirurgie thoracique et cardio-vasculaire",9,0,0,3,1,2,1,2,0,0,0
"57 - Moselle","Chirurgie urologique",20,0,3,0,2,3,6,4,2,0,0
"57 - Moselle","Chirurgie vasculaire",2,0,1,0,0,1,0,0,0,0,0
"57 - Moselle","Chirurgie viscérale et digestive",19,0,4,3,1,1,2,3,3,2,0
"57 - Moselle","Dermatologie et vénéréologie",47,1,3,2,0,6,2,21,8,3,1
"57 - Moselle","Endocrinologie et métabolisme",15,0,1,3,2,2,3,0,2,1,1
"57 - Moselle","Génétique médicale",1,0,0,1,0,0,0,0,0,0,0
"57 - Moselle","Gériatrie",28,0,0,3,3,3,10,6,3,0,0
"57 - Moselle","Gynécologie médicale",45,0,0,0,0,0,1,22,11,8,3
"57 - Moselle","Gynécologie-obstétrique",49,1,4,6,5,0,4,15,5,8,1
"57 - Moselle","Hématologie",4,0,1,1,0,1,1,0,0,0,0
"57 - Moselle","Gastro-entérologie et hépatologie",48,2,3,4,3,7,9,8,9,2,1
"57 - Moselle","Médecine du travail",79,0,3,3,3,6,5,24,26,9,0
"57 - Moselle","Médecine interne",29,0,1,4,5,0,4,3,6,6,0
"57 - Moselle","Médecine nucléaire",10,1,2,2,1,2,1,0,0,1,0
"57 - Moselle","Médecine physique et réadaptation",38,0,1,1,2,2,4,12,11,5,0
"57 - Moselle","Néphrologie",18,1,0,0,3,4,3,3,1,2,1
"57 - Moselle","Neuro-chirurgie",1,0,0,0,1,0,0,0,0,0,0
"57 - Moselle","Neurologie",23,0,3,2,3,2,5,2,5,1,0
"57 - Moselle","O.R.L et chirurgie cervico faciale",37,0,4,1,2,1,2,14,11,2,0
"57 - Moselle","Oncologie option médicale",10,0,0,2,1,4,2,0,1,0,0
"57 - Moselle","Ophtalmologie",69,0,2,4,2,8,10,25,11,7,0
"57 - Moselle","Pédiatrie",81,0,4,4,4,6,11,24,18,8,2
"57 - Moselle","Pneumologie",47,1,2,8,4,2,1,17,10,2,0
"57 - Moselle","Psychiatrie",148,2,9,14,20,13,23,27,24,12,4
"57 - Moselle","Radio-diagnostic et imagerie médicale",107,0,4,10,3,10,12,28,23,16,1
"57 - Moselle","Radio-thérapie",11,0,0,1,1,3,2,1,2,1,0
"57 - Moselle","Réanimation médicale",6,0,1,0,2,2,1,0,0,0,0
"57 - Moselle","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"57 - Moselle","Rhumatologie",31,0,0,2,1,3,2,12,7,4,0
"57 - Moselle","Santé publique et médecine sociale",8,1,1,0,0,0,0,3,2,1,0
"57 - Moselle","Généralistes",1419,14,86,95,130,142,274,290,267,96,25
"57 - Moselle","Médecine générale",1419,14,86,95,130,142,274,290,267,96,25
"58 - Nièvre","Ensemble des spécialités d'exercice",506,5,11,30,37,55,89,100,109,58,12
"58 - Nièvre","Spécialistes",234,1,4,15,24,21,43,46,45,29,6
"58 - Nièvre","Anatomie et cytologie pathologiques",2,0,0,0,0,0,1,1,0,0,0
"58 - Nièvre","Anesthésie-réanimation",19,0,0,2,2,0,2,4,7,1,1
"58 - Nièvre","Biologie médicale",6,0,0,1,2,0,3,0,0,0,0
"58 - Nièvre","Cardiologie et maladies vasculaires",15,0,0,2,0,3,3,6,1,0,0
"58 - Nièvre","Chirurgie générale",6,0,0,0,0,0,2,1,1,2,0
"58 - Nièvre","Chirurgie maxillo-faciale et stomatologie",1,0,0,0,0,0,0,1,0,0,0
"58 - Nièvre","Chirurgie orthopédique et traumatologie",11,0,0,0,2,2,3,4,0,0,0
"58 - Nièvre","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Chirurgie plastique reconstructrice et esthétique",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Chirurgie thoracique et cardio-vasculaire",2,0,0,0,1,0,1,0,0,0,0
"58 - Nièvre","Chirurgie urologique",2,0,0,0,0,0,1,0,1,0,0
"58 - Nièvre","Chirurgie vasculaire",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Chirurgie viscérale et digestive",5,0,0,0,1,1,3,0,0,0,0
"58 - Nièvre","Dermatologie et vénéréologie",5,0,0,0,0,0,0,4,1,0,0
"58 - Nièvre","Endocrinologie et métabolisme",5,0,0,0,1,0,1,1,0,2,0
"58 - Nièvre","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Gériatrie",5,0,0,0,2,0,2,0,1,0,0
"58 - Nièvre","Gynécologie médicale",8,0,0,0,0,0,0,4,2,2,0
"58 - Nièvre","Gynécologie-obstétrique",7,0,0,1,1,0,1,1,0,2,1
"58 - Nièvre","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Gastro-entérologie et hépatologie",8,0,1,1,0,2,1,0,2,1,0
"58 - Nièvre","Médecine du travail",13,0,1,1,1,0,2,1,4,3,0
"58 - Nièvre","Médecine interne",5,0,0,0,0,1,2,2,0,0,0
"58 - Nièvre","Médecine nucléaire",2,1,0,0,0,0,0,1,0,0,0
"58 - Nièvre","Médecine physique et réadaptation",5,0,0,0,0,0,1,1,2,1,0
"58 - Nièvre","Néphrologie",3,0,0,0,1,0,0,1,1,0,0
"58 - Nièvre","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Neurologie",3,0,0,1,2,0,0,0,0,0,0
"58 - Nièvre","O.R.L et chirurgie cervico faciale",6,0,0,0,1,1,2,0,1,1,0
"58 - Nièvre","Oncologie option médicale",1,0,0,0,0,0,1,0,0,0,0
"58 - Nièvre","Ophtalmologie",16,0,0,1,1,2,1,4,3,2,2
"58 - Nièvre","Pédiatrie",10,0,0,2,3,1,1,1,1,1,0
"58 - Nièvre","Pneumologie",5,0,0,0,0,1,1,0,2,1,0
"58 - Nièvre","Psychiatrie",28,0,2,1,2,3,3,2,8,6,1
"58 - Nièvre","Radio-diagnostic et imagerie médicale",21,0,0,2,1,2,3,5,4,3,1
"58 - Nièvre","Radio-thérapie",2,0,0,0,0,0,0,0,2,0,0
"58 - Nièvre","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"58 - Nièvre","Rhumatologie",5,0,0,0,0,1,1,1,1,1,0
"58 - Nièvre","Santé publique et médecine sociale",2,0,0,0,0,1,1,0,0,0,0
"58 - Nièvre","Généralistes",272,4,7,15,13,34,46,54,64,29,6
"58 - Nièvre","Médecine générale",272,4,7,15,13,34,46,54,64,29,6
"59 - Nord","Ensemble des spécialités d'exercice",9147,308,1110,950,873,1050,1366,1574,1249,527,140
"59 - Nord","Spécialistes",4797,119,672,566,495,553,645,819,597,252,79
"59 - Nord","Anatomie et cytologie pathologiques",60,2,10,6,3,11,9,10,8,1,0
"59 - Nord","Anesthésie-réanimation",470,6,72,71,53,62,58,57,65,21,5
"59 - Nord","Biologie médicale",116,3,11,10,12,16,37,21,5,1,0
"59 - Nord","Cardiologie et maladies vasculaires",266,12,36,17,26,36,34,54,31,16,4
"59 - Nord","Chirurgie générale",192,8,66,18,14,10,14,21,27,13,1
"59 - Nord","Chirurgie maxillo-faciale et stomatologie",44,0,4,5,2,3,4,14,9,3,0
"59 - Nord","Chirurgie orthopédique et traumatologie",106,0,11,14,14,15,21,16,10,1,4
"59 - Nord","Chirurgie infantile",10,0,0,2,1,3,2,1,1,0,0
"59 - Nord","Chirurgie plastique reconstructrice et esthétique",24,0,3,3,4,5,1,4,4,0,0
"59 - Nord","Chirurgie thoracique et cardio-vasculaire",14,0,1,0,4,2,5,2,0,0,0
"59 - Nord","Chirurgie urologique",50,0,3,11,8,10,8,6,4,0,0
"59 - Nord","Chirurgie vasculaire",18,0,3,3,1,4,2,1,2,2,0
"59 - Nord","Chirurgie viscérale et digestive",25,0,1,3,4,4,8,4,1,0,0
"59 - Nord","Dermatologie et vénéréologie",133,5,9,11,10,12,27,37,16,5,1
"59 - Nord","Endocrinologie et métabolisme",77,2,14,11,12,6,9,10,12,1,0
"59 - Nord","Génétique médicale",10,0,3,1,1,2,1,0,1,1,0
"59 - Nord","Gériatrie",65,1,6,10,11,13,10,7,5,2,0
"59 - Nord","Gynécologie médicale",145,3,6,1,0,2,8,65,40,18,2
"59 - Nord","Gynécologie-obstétrique",202,1,39,36,28,18,20,29,19,9,3
"59 - Nord","Hématologie",26,0,4,5,4,5,5,2,1,0,0
"59 - Nord","Gastro-entérologie et hépatologie",135,8,15,17,12,20,25,16,15,7,0
"59 - Nord","Médecine du travail",262,1,14,17,23,25,33,56,65,21,7
"59 - Nord","Médecine interne",75,0,11,7,11,7,10,7,14,7,1
"59 - Nord","Médecine nucléaire",41,3,5,5,2,8,9,4,1,3,1
"59 - Nord","Médecine physique et réadaptation",93,2,9,12,10,8,8,18,16,7,3
"59 - Nord","Néphrologie",61,6,11,8,9,7,8,5,2,4,1
"59 - Nord","Neuro-chirurgie",32,0,5,4,6,6,3,6,1,0,1
"59 - Nord","Neurologie",125,5,14,29,17,14,13,18,10,5,0
"59 - Nord","O.R.L et chirurgie cervico faciale",103,1,14,10,9,10,13,28,6,7,5
"59 - Nord","Oncologie option médicale",33,1,6,4,7,5,3,3,2,2,0
"59 - Nord","Ophtalmologie",225,5,30,22,22,23,20,43,33,16,11
"59 - Nord","Pédiatrie",323,6,60,37,28,30,38,58,40,20,6
"59 - Nord","Pneumologie",136,7,17,14,14,15,20,29,15,5,0
"59 - Nord","Psychiatrie",493,18,69,63,43,58,76,66,51,31,18
"59 - Nord","Radio-diagnostic et imagerie médicale",405,8,66,57,45,55,55,53,46,15,5
"59 - Nord","Radio-thérapie",37,1,6,5,7,2,6,5,4,1,0
"59 - Nord","Réanimation médicale",18,0,2,8,3,3,0,0,1,1,0
"59 - Nord","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"59 - Nord","Rhumatologie",86,3,7,2,8,8,16,29,8,5,0
"59 - Nord","Santé publique et médecine sociale",61,1,9,7,7,10,6,14,6,1,0
"59 - Nord","Généralistes",4350,189,438,384,378,497,721,755,652,275,61
"59 - Nord","Médecine générale",4350,189,438,384,378,497,721,755,652,275,61
"60 - Oise","Ensemble des spécialités d'exercice",1835,21,105,129,156,199,314,400,308,155,48
"60 - Oise","Spécialistes",860,6,50,71,59,99,140,202,136,71,26
"60 - Oise","Anatomie et cytologie pathologiques",8,0,0,1,0,2,2,1,1,1,0
"60 - Oise","Anesthésie-réanimation",62,0,5,9,5,10,5,12,8,5,3
"60 - Oise","Biologie médicale",18,1,2,2,0,4,5,4,0,0,0
"60 - Oise","Cardiologie et maladies vasculaires",52,0,4,3,3,6,8,17,6,5,0
"60 - Oise","Chirurgie générale",25,0,3,1,2,1,5,4,6,2,1
"60 - Oise","Chirurgie maxillo-faciale et stomatologie",14,0,0,1,0,3,3,2,3,2,0
"60 - Oise","Chirurgie orthopédique et traumatologie",24,0,0,1,2,2,5,10,3,1,0
"60 - Oise","Chirurgie infantile",1,0,0,0,0,0,0,0,1,0,0
"60 - Oise","Chirurgie plastique reconstructrice et esthétique",3,0,0,1,1,0,0,0,1,0,0
"60 - Oise","Chirurgie thoracique et cardio-vasculaire",1,0,0,0,0,1,0,0,0,0,0
"60 - Oise","Chirurgie urologique",12,0,0,2,1,3,2,2,0,2,0
"60 - Oise","Chirurgie vasculaire",1,0,0,0,0,0,0,0,0,1,0
"60 - Oise","Chirurgie viscérale et digestive",9,0,0,1,0,3,2,0,2,1,0
"60 - Oise","Dermatologie et vénéréologie",23,1,0,1,0,1,5,8,6,1,0
"60 - Oise","Endocrinologie et métabolisme",11,1,2,0,2,1,3,2,0,0,0
"60 - Oise","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"60 - Oise","Gériatrie",29,0,1,6,6,4,8,3,1,0,0
"60 - Oise","Gynécologie médicale",26,1,0,0,1,0,0,11,6,7,0
"60 - Oise","Gynécologie-obstétrique",36,0,4,9,0,3,6,7,4,2,1
"60 - Oise","Hématologie",4,0,0,0,0,3,1,0,0,0,0
"60 - Oise","Gastro-entérologie et hépatologie",30,0,0,2,3,2,6,8,7,1,1
"60 - Oise","Médecine du travail",33,0,1,1,2,4,3,9,8,5,0
"60 - Oise","Médecine interne",18,0,2,1,1,2,3,3,2,3,1
"60 - Oise","Médecine nucléaire",7,0,2,0,0,0,4,1,0,0,0
"60 - Oise","Médecine physique et réadaptation",15,0,0,2,2,3,3,4,1,0,0
"60 - Oise","Néphrologie",7,0,0,0,0,1,2,4,0,0,0
"60 - Oise","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"60 - Oise","Neurologie",16,0,3,3,1,2,2,3,2,0,0
"60 - Oise","O.R.L et chirurgie cervico faciale",22,0,3,2,0,2,3,6,4,2,0
"60 - Oise","Oncologie option médicale",6,0,2,1,0,0,3,0,0,0,0
"60 - Oise","Ophtalmologie",46,0,4,3,3,3,8,14,8,2,1
"60 - Oise","Pédiatrie",68,0,4,7,6,5,7,23,6,9,1
"60 - Oise","Pneumologie",21,0,0,1,3,2,3,0,9,2,1
"60 - Oise","Psychiatrie",117,2,6,4,8,18,18,21,18,10,12
"60 - Oise","Radio-diagnostic et imagerie médicale",65,0,0,5,5,5,10,16,16,6,2
"60 - Oise","Radio-thérapie",9,0,1,0,0,0,2,4,2,0,0
"60 - Oise","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"60 - Oise","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"60 - Oise","Rhumatologie",13,0,0,0,0,2,2,3,3,1,2
"60 - Oise","Santé publique et médecine sociale",8,0,1,1,2,1,1,0,2,0,0
"60 - Oise","Généralistes",975,15,55,58,97,100,174,198,172,84,22
"60 - Oise","Médecine générale",975,15,55,58,97,100,174,198,172,84,22
"61 - Orne","Ensemble des spécialités d'exercice",692,10,32,47,49,66,110,145,141,71,21
